"","c4.A","c4.B","c4.C","c4.D"
"1247",1,1,1,1
"1248",1,1,1,1
"1249",1,1,1,1
"1250",1,1,1,1
"1251",0,0,0,0
"1252",0,0,0,0
"1253",0,0,0,0
"1254",0,0,0,0
"1255",0,0,0,0
"1256",0,0,0,0
"1257",0,0,0,0
"1258",0,0,0,0
"1259",0,0,0,0
"1260",0,0,0,0
