"","A","B","C","D","E"
"1070",1,1,1,0,0
"1071",1,1,1,0,0
"1072",1,1,1,0,0
"1073",1,1,1,0,0
"1074",1,1,1,0,0
"1075",1,1,1,0,0
"1076",1,1,1,0,0
"1077",1,1,1,0,0
"1078",1,1,1,0,0
"1079",1,1,1,0,0
"1080",1,1,1,0,0
"1081",1,1,1,0,0
"1082",1,1,1,0,0
"1083",1,1,1,0,0
"1084",1,1,1,0,0
"1085",1,1,1,0,0
"1086",1,1,1,0,0
"1087",1,1,1,0,0
"1088",1,1,1,0,0
"1089",1,1,1,0,0
"1090",1,1,1,0,0
"1091",1,1,1,0,0
"1092",1,1,1,0,0
"1093",1,1,1,0,0
"1094",1,1,1,0,0
"1095",1,1,1,0,0
"1096",1,1,1,0,0
"1097",1,1,1,0,0
"1098",1,1,1,0,0
"1099",1,1,1,0,0
"1100",1,1,1,0,0
"1101",1,0,1,1,0
"1102",1,0,1,1,0
"1103",1,0,1,1,0
"1104",1,0,1,1,0
"1105",1,0,1,1,0
"1106",1,0,1,1,0
"1107",1,0,1,1,0
"1108",1,0,1,1,0
"1109",1,0,1,1,0
"1110",1,0,1,1,0
"1111",1,0,1,1,0
"1112",1,0,1,1,0
"1113",1,0,1,1,0
"1114",1,0,1,1,0
"1115",1,0,1,1,0
"1116",1,0,1,1,0
"1117",1,0,1,1,0
"1118",1,0,1,1,0
"1119",1,0,1,1,0
"1120",1,0,1,1,0
"1121",1,0,1,1,0
"1122",1,0,1,1,0
"1123",1,0,1,1,0
"1124",1,0,1,1,0
"1125",1,0,1,1,0
"1126",1,0,1,1,0
"1127",1,0,1,1,0
"1128",1,0,1,1,0
"1129",1,0,1,1,0
"1130",1,0,1,1,0
"1131",1,0,1,1,0
"1132",1,0,1,1,0
"1133",1,0,1,1,0
"1134",1,0,1,1,0
"1135",1,0,1,1,0
"1136",1,0,1,1,0
"1137",1,0,1,1,0
"1138",1,0,1,1,0
"1139",1,0,1,1,0
"1140",1,0,1,1,0
"1141",1,0,1,1,0
"1142",1,0,1,1,0
"1143",1,0,1,1,0
"1144",1,0,1,1,0
"1145",1,0,1,1,0
"1146",1,0,1,1,0
"1147",1,0,1,1,0
"1148",1,0,1,1,0
"1149",1,0,1,1,0
"1150",1,0,1,1,0
"1151",1,0,1,1,0
"1152",1,0,1,1,0
"1153",1,0,1,1,0
"1154",1,0,1,1,0
"1155",1,0,1,1,0
"1156",1,0,1,1,0
"1157",1,0,1,1,0
"1158",1,0,1,1,0
"1159",1,0,1,1,0
"1160",1,0,1,1,0
"1161",1,0,1,1,0
"1162",1,0,1,1,0
"1163",1,0,1,1,0
"1164",1,0,1,1,0
"1165",1,0,1,1,0
"1166",1,0,1,1,0
"1167",1,0,1,1,0
"1168",1,0,1,1,0
"1169",1,0,1,1,0
"1170",1,0,1,1,0
"1171",1,0,1,1,0
"1172",1,0,1,1,0
"1173",1,0,1,1,0
"1174",1,0,1,1,0
"1175",1,0,1,1,0
"1176",1,0,1,1,0
"1177",1,0,1,1,0
"1178",1,0,1,1,0
"1179",1,0,1,1,0
"1180",1,0,1,1,0
"1181",1,0,1,1,0
"1182",1,0,1,1,0
"1183",1,0,1,1,0
"1184",1,0,1,1,0
"1185",1,0,1,1,0
"1186",1,0,1,1,0
"1187",1,0,1,1,0
"1188",1,0,1,1,0
"1189",1,0,1,1,0
"1190",1,0,1,1,0
"1191",1,0,1,1,0
"1192",1,0,1,1,0
"1193",1,0,1,1,0
"1194",1,0,1,1,0
"1195",1,0,1,1,0
"1196",1,0,1,1,0
"1197",1,0,1,1,0
"1198",1,0,1,1,0
"1199",1,0,1,1,0
"1200",1,0,1,1,0
"1201",1,1,0,0,1
"1202",1,1,0,0,1
"1203",1,1,0,0,1
"1204",1,1,0,0,1
"1205",1,1,0,0,1
"1206",1,1,0,0,1
"1207",1,1,0,0,1
"1208",1,1,0,0,1
"1209",1,1,0,0,1
"1210",1,1,0,0,1
"1211",1,1,0,0,1
"1212",1,1,0,0,1
"1213",1,1,0,0,1
"1214",1,1,0,0,1
"1215",1,1,0,0,1
"1216",1,1,0,0,1
"1217",1,1,0,0,1
"1218",1,1,0,0,1
"1219",1,1,0,0,1
"1220",1,1,0,0,1
"1221",1,1,0,0,1
"1222",1,1,0,0,1
"1223",1,1,0,0,1
"1224",1,1,0,0,1
"1225",1,1,0,0,1
"1226",1,1,0,0,1
"1227",1,1,0,0,1
"1228",1,1,0,0,1
"1229",1,1,0,0,1
"1230",1,1,0,0,1
"1231",1,1,0,0,1
"1232",1,1,0,0,1
"1233",1,1,0,0,1
"1234",1,1,0,0,1
"1235",1,1,0,0,1
"1236",1,1,0,0,1
"1237",1,1,0,0,1
"1238",1,1,0,0,1
"1239",1,1,0,0,1
"1240",1,1,0,0,1
"1241",1,1,0,0,1
"1242",1,1,0,0,1
"1243",1,1,0,0,1
"1244",1,1,0,0,1
"1245",1,1,0,0,1
"1246",1,1,0,0,1
"1247",1,1,0,0,1
"1248",1,1,0,0,1
"1249",1,1,0,0,1
"1250",1,1,0,0,1
"1251",1,1,0,0,1
"1252",1,1,0,0,1
"1253",1,1,0,0,1
"1254",1,1,0,0,1
"1255",1,1,0,0,1
"1256",1,1,0,0,1
"1257",1,1,0,0,1
"1258",1,1,0,0,1
"1259",1,1,0,0,1
"1260",1,1,0,0,1
"1261",1,1,0,0,1
"1262",1,1,0,0,1
"1263",1,1,0,0,1
"1264",1,1,0,0,1
"1265",1,1,0,0,1
"1266",1,1,0,0,1
"1267",1,1,0,0,1
"1268",1,1,0,0,1
"1269",1,1,0,0,1
"1270",1,1,0,0,1
"1271",1,1,0,0,1
"1272",1,1,0,0,1
"1273",1,1,0,0,1
"1274",1,1,0,0,1
"1275",1,1,0,0,1
"1276",1,1,0,0,1
"1277",1,1,0,0,1
"1278",1,1,0,0,1
"1279",1,1,0,0,1
"1280",1,1,0,0,1
"1281",1,1,0,0,1
"1282",1,1,0,0,1
"1283",1,1,0,0,1
"1284",1,1,0,0,1
"1285",1,1,0,0,1
"1286",1,1,0,0,1
"1287",1,1,0,0,1
"1288",1,1,0,0,1
"1289",1,1,0,0,1
"1290",1,1,0,0,1
"1291",1,1,0,0,1
"1292",1,1,0,0,1
"1293",1,1,0,0,1
"1294",1,1,0,0,1
"1295",1,1,0,0,1
"1296",1,1,0,0,1
"1297",1,1,0,0,1
"1298",1,1,0,0,1
"1299",1,1,0,0,1
"1300",1,1,0,0,1
"1301",0,0,1,1,1
"1302",0,0,1,1,1
"1303",0,0,1,1,1
"1304",0,0,1,1,1
"1305",0,0,1,1,1
"1306",0,0,1,1,1
"1307",0,0,1,1,1
"1308",0,0,1,1,1
"1309",0,0,1,1,1
"1310",0,0,1,1,1
"1311",0,0,1,1,1
"1312",0,0,1,1,1
"1313",0,0,1,1,1
"1314",0,0,1,1,1
"1315",0,0,1,1,1
"1316",0,0,1,1,1
"1317",0,0,1,1,1
"1318",0,0,1,1,1
"1319",0,0,1,1,1
"1320",0,0,1,1,1
"1321",0,0,1,1,1
"1322",0,0,1,1,1
"1323",0,0,1,1,1
"1324",0,0,1,1,1
"1325",0,0,1,1,1
"1326",0,0,1,1,1
"1327",0,0,1,1,1
"1328",0,0,1,1,1
"1329",0,0,1,1,1
"1330",0,0,1,1,1
"1331",0,0,1,1,1
"1332",0,0,1,1,1
"1333",0,0,1,1,1
"1334",0,0,1,1,1
"1335",0,0,1,1,1
"1336",0,0,1,1,1
"1337",0,0,1,1,1
"1338",0,0,1,1,1
"1339",0,0,1,1,1
"1340",0,0,1,1,1
"1341",0,0,1,1,1
"1342",0,0,1,1,1
"1343",0,0,1,1,1
"1344",0,0,1,1,1
"1345",0,0,1,1,1
"1346",0,0,1,1,1
"1347",0,0,1,1,1
"1348",0,0,1,1,1
"1349",0,0,1,1,1
"1350",0,0,1,1,1
"1351",0,0,1,1,1
"1352",0,0,1,1,1
"1353",0,0,1,1,1
"1354",0,0,1,1,1
"1355",0,0,1,1,1
"1356",0,0,1,1,1
"1357",0,0,1,1,1
"1358",0,0,1,1,1
"1359",0,0,1,1,1
"1360",0,0,1,1,1
"1361",0,0,1,1,1
"1362",0,0,1,1,1
"1363",0,0,1,1,1
"1364",0,0,1,1,1
"1365",0,0,1,1,1
"1366",0,0,1,1,1
"1367",0,0,1,1,1
"1368",0,0,1,1,1
"1369",0,0,1,1,1
"1370",0,0,1,1,1
"1371",0,0,1,1,1
"1372",0,0,1,1,1
"1373",0,0,1,1,1
"1374",0,0,1,1,1
"1375",0,0,1,1,1
"1376",0,0,1,1,1
"1377",0,0,1,1,1
"1378",0,0,1,1,1
"1379",0,0,1,1,1
"1380",0,0,1,1,1
"1381",0,0,1,1,1
"1382",0,0,1,1,1
"1383",0,0,1,1,1
"1384",0,0,1,1,1
"1385",0,0,1,1,1
"1386",0,0,1,1,1
"1387",0,0,1,1,1
"1388",0,0,1,1,1
"1389",0,0,1,1,1
"1390",0,0,1,1,1
"1391",0,0,1,1,1
"1392",0,0,1,1,1
"1393",0,0,1,1,1
"1394",0,0,1,1,1
"1395",0,0,1,1,1
"1396",0,0,1,1,1
"1397",0,0,1,1,1
"1398",0,0,1,1,1
"1399",0,0,1,1,1
"1400",0,0,1,1,1
"1401",1,1,1,1,0
"1402",1,1,1,1,0
"1403",1,1,1,1,0
"1404",1,1,1,1,0
"1405",1,1,1,1,0
"1406",1,1,1,1,0
"1407",1,1,1,1,0
"1408",1,1,1,1,0
"1409",1,1,1,1,0
"1410",1,1,1,1,0
"1411",1,1,1,1,0
"1412",1,1,1,1,0
"1413",1,1,1,1,0
"1414",1,1,1,1,0
"1415",1,1,1,1,0
"1416",1,1,1,1,0
"1417",1,1,1,1,0
"1418",1,1,1,1,0
"1419",1,1,1,1,0
"1420",1,1,1,1,0
"1421",1,1,1,1,0
"1422",1,1,1,1,0
"1423",1,1,1,1,0
"1424",1,1,1,1,0
"1425",1,1,1,1,0
"1426",1,1,1,1,0
"1427",1,1,1,1,0
"1428",1,1,1,1,0
"1429",1,1,1,1,0
"1430",1,1,1,1,0
"1431",1,1,1,1,0
"1432",1,1,1,1,0
"1433",1,1,1,1,0
"1434",1,1,1,1,0
"1435",1,1,1,1,0
"1436",1,1,1,1,0
"1437",1,1,1,1,0
"1438",1,1,1,1,0
"1439",1,1,1,1,0
"1440",1,1,1,1,0
"1441",1,1,1,1,0
"1442",1,1,1,1,0
"1443",1,1,1,1,0
"1444",1,1,1,1,0
"1445",1,1,1,1,0
"1446",1,1,1,1,0
"1447",1,1,1,1,0
"1448",1,1,1,1,0
"1449",1,1,1,1,0
"1450",1,1,1,1,0
"1451",0,0,0,0,0
"1452",0,0,0,0,0
"1453",0,0,0,0,0
"1454",0,0,0,0,0
"1455",0,0,0,0,0
"1456",0,0,0,0,0
"1457",0,0,0,0,0
"1458",0,0,0,0,0
"1459",0,0,0,0,0
"1460",0,0,0,0,0
